"","CASEID","NEWRACE2","IRSEX","CATAG6","MJEVER"
"40357",40357,6,2,1,2
"40358",40358,1,2,3,1
"40359",40359,7,1,1,2
"40360",40360,1,2,6,2
"40361",40361,2,1,2,2
"40362",40362,1,2,5,1
"40363",40363,1,2,5,1
"40364",40364,1,1,2,1
"40365",40365,6,1,6,2
"40366",40366,7,1,5,1
"40367",40367,7,2,2,1
"40368",40368,2,1,1,1
"40369",40369,1,2,3,1
"40370",40370,7,1,2,2
"40371",40371,2,2,3,2
"40372",40372,1,1,1,1
"40373",40373,4,1,3,2
"40374",40374,1,2,3,1
"40375",40375,7,2,4,2
"40376",40376,1,1,1,2
"40377",40377,7,2,2,2
"40378",40378,1,1,4,1
"40379",40379,5,1,2,1
"40380",40380,7,2,4,1
"40381",40381,7,2,1,2
"40382",40382,7,1,3,1
"40383",40383,7,1,2,1
"40384",40384,1,1,6,2
"40385",40385,2,2,3,1
"40386",40386,7,2,5,2
"40387",40387,1,1,1,2
"40388",40388,2,2,3,1
"40389",40389,1,1,1,2
"40390",40390,1,1,2,2
"40391",40391,1,1,2,1
"40392",40392,1,2,2,1
"40393",40393,1,2,1,2
"40394",40394,1,1,3,1
"40395",40395,1,2,4,1
"40396",40396,7,2,2,2
"40397",40397,7,2,1,2
"40398",40398,1,1,2,2
"40399",40399,1,2,3,1
"40400",40400,1,2,3,1
"40401",40401,1,2,4,2
"40402",40402,1,2,4,2
"40403",40403,6,2,3,1
"40404",40404,1,2,4,2
"40405",40405,7,1,3,2
"40406",40406,1,1,4,2
"40407",40407,6,2,3,1
"40408",40408,7,2,4,2
"40409",40409,2,2,4,2
"40410",40410,1,2,3,2
"40411",40411,1,2,1,2
"40412",40412,2,1,4,2
"40413",40413,7,1,2,2
"40414",40414,7,1,1,1
"40415",40415,2,1,1,2
"40416",40416,1,2,4,1
"40417",40417,2,2,2,2
"40418",40418,2,1,1,2
"40419",40419,1,2,4,1
"40420",40420,1,2,4,2
"40421",40421,1,1,1,2
"40422",40422,1,1,2,2
"40423",40423,1,1,3,1
"40424",40424,1,1,2,2
"40425",40425,7,2,4,2
"40426",40426,1,2,1,2
"40427",40427,1,2,1,2
"40428",40428,1,1,5,1
"40429",40429,7,1,1,2
"40430",40430,1,1,4,1
"40431",40431,1,2,3,1
"40432",40432,1,1,3,1
"40433",40433,1,1,1,1
"40434",40434,5,2,2,1
"40435",40435,1,2,6,2
"40436",40436,5,1,1,1
"40437",40437,1,1,2,1
"40438",40438,7,2,1,1
"40439",40439,1,2,2,1
"40440",40440,5,1,4,2
"40441",40441,1,2,6,2
"40442",40442,7,1,2,2
"40443",40443,7,2,4,2
"40444",40444,1,2,1,2
"40445",40445,5,1,6,1
"40446",40446,1,2,2,1
"40447",40447,5,2,1,2
"40448",40448,6,1,5,1
"40449",40449,1,1,3,1
"40450",40450,1,2,6,2
"40451",40451,7,2,2,2
"40452",40452,1,2,6,2
"40453",40453,1,1,5,1
"40454",40454,7,1,3,1
"40455",40455,4,1,3,1
"40456",40456,1,2,4,2
"40457",40457,1,1,1,2
"40458",40458,7,2,1,2
"40459",40459,1,2,2,2
"40460",40460,1,1,2,2
"40461",40461,1,1,2,1
"40462",40462,2,1,1,2
"40463",40463,1,2,4,2
"40464",40464,7,1,3,2
"40465",40465,1,2,4,1
"40466",40466,1,1,4,2
"40467",40467,1,1,3,1
"40468",40468,1,1,2,1
"40469",40469,7,1,2,1
"40470",40470,1,2,2,1
"40471",40471,1,2,2,2
"40472",40472,7,2,3,1
"40473",40473,1,1,3,2
"40474",40474,1,1,1,2
"40475",40475,1,2,3,1
"40476",40476,2,1,1,2
"40477",40477,1,2,3,2
"40478",40478,2,2,6,2
"40479",40479,3,2,4,1
"40480",40480,7,2,2,1
"40481",40481,1,2,5,1
"40482",40482,1,1,2,2
"40483",40483,1,2,1,2
"40484",40484,1,1,3,2
"40485",40485,1,1,1,1
"40486",40486,1,2,6,2
"40487",40487,1,2,3,2
"40488",40488,2,1,3,2
"40489",40489,1,2,4,1
"40490",40490,2,1,6,2
"40491",40491,5,2,5,1
"40492",40492,1,1,3,2
"40493",40493,1,1,4,1
"40494",40494,1,2,2,1
"40495",40495,1,2,1,2
"40496",40496,1,1,2,1
"40497",40497,1,2,2,1
"40498",40498,1,1,1,2
"40499",40499,1,2,1,2
"40500",40500,2,1,1,2
"40501",40501,6,2,2,1
"40502",40502,1,1,4,2
"40503",40503,7,2,2,2
"40504",40504,1,1,1,2
"40505",40505,2,2,1,2
"40506",40506,1,1,4,1
"40507",40507,1,2,4,2
"40508",40508,7,2,2,2
"40509",40509,1,1,4,2
"40510",40510,6,1,2,1
"40511",40511,6,2,1,2
"40512",40512,1,1,5,1
"40513",40513,1,1,2,1
"40514",40514,1,1,5,1
"40515",40515,1,1,1,2
"40516",40516,1,1,1,2
"40517",40517,1,2,4,1
"40518",40518,1,2,1,2
"40519",40519,7,1,4,2
"40520",40520,1,2,1,2
"40521",40521,5,2,2,2
"40522",40522,1,1,5,1
"40523",40523,2,2,6,2
"40524",40524,1,2,6,2
"40525",40525,1,1,1,2
"40526",40526,1,1,4,2
"40527",40527,1,1,2,1
"40528",40528,1,1,1,2
"40529",40529,1,2,1,2
"40530",40530,2,2,2,2
"40531",40531,1,2,5,1
"40532",40532,1,2,1,2
"40533",40533,2,1,2,1
"40534",40534,1,1,2,1
"40535",40535,7,2,3,2
"40536",40536,2,2,1,2
"40537",40537,2,2,4,2
"40538",40538,7,2,4,2
"40539",40539,1,2,4,2
"40540",40540,2,1,4,2
"40541",40541,1,2,2,2
"40542",40542,1,1,4,2
"40543",40543,1,2,1,2
"40544",40544,1,1,4,1
"40545",40545,2,2,1,2
"40546",40546,7,1,1,2
"40547",40547,2,2,1,2
"40548",40548,1,2,3,1
"40549",40549,1,1,2,1
"40550",40550,1,1,4,2
"40551",40551,1,2,4,2
"40552",40552,7,1,4,2
"40553",40553,1,2,5,1
"40554",40554,1,2,3,2
"40555",40555,1,1,6,2
"40556",40556,1,2,4,1
"40557",40557,1,2,2,1
"40558",40558,1,1,2,2
"40559",40559,1,2,2,1
"40560",40560,3,2,1,2
"40561",40561,1,2,4,2
"40562",40562,7,1,4,2
"40563",40563,7,2,4,2
"40564",40564,1,1,1,2
"40565",40565,7,1,2,1
"40566",40566,1,1,3,2
"40567",40567,7,2,1,2
"40568",40568,5,2,3,2
"40569",40569,5,1,3,2
"40570",40570,1,2,3,1
"40571",40571,7,2,2,2
"40572",40572,1,2,4,1
"40573",40573,7,2,1,2
"40574",40574,1,1,4,2
"40575",40575,1,2,5,1
"40576",40576,1,2,4,1
"40577",40577,1,2,5,2
"40578",40578,7,1,4,1
"40579",40579,1,2,5,1
"40580",40580,2,1,2,2
"40581",40581,7,2,5,2
"40582",40582,1,2,4,1
"40583",40583,7,1,3,2
"40584",40584,1,1,1,2
"40585",40585,1,2,1,2
"40586",40586,1,1,1,2
"40587",40587,1,2,6,2
"40588",40588,1,1,4,2
"40589",40589,1,2,5,2
"40590",40590,2,2,4,1
"40591",40591,1,1,2,1
"40592",40592,1,2,3,2
"40593",40593,7,1,4,1
"40594",40594,1,2,3,1
"40595",40595,1,1,2,2
"40596",40596,1,2,3,1
"40597",40597,1,2,2,1
"40598",40598,7,1,1,2
"40599",40599,7,1,3,2
"40600",40600,1,2,1,2
"40601",40601,1,2,4,2
"40602",40602,2,1,6,2
"40603",40603,7,1,2,1
"40604",40604,2,2,2,2
"40605",40605,1,2,1,1
"40606",40606,1,2,4,2
"40607",40607,7,1,2,1
"40608",40608,1,2,1,2
"40609",40609,1,2,2,2
"40610",40610,1,1,4,2
"40611",40611,1,1,3,1
"40612",40612,7,2,2,1
"40613",40613,7,2,5,2
"40614",40614,6,2,4,2
"40615",40615,2,1,3,2
"40616",40616,1,1,5,2
"40617",40617,7,1,3,2
"40618",40618,6,2,1,1
"40619",40619,7,2,2,2
"40620",40620,1,1,5,1
"40621",40621,1,1,5,1
"40622",40622,7,1,1,2
"40623",40623,1,1,2,1
"40624",40624,1,1,2,1
"40625",40625,7,1,2,2
"40626",40626,1,2,2,2
"40627",40627,1,1,1,2
"40628",40628,7,2,2,1
"40629",40629,1,2,2,2
"40630",40630,1,1,4,2
"40631",40631,1,1,1,2
"40632",40632,1,2,2,1
"40633",40633,1,1,4,2
"40634",40634,1,1,4,1
"40635",40635,1,1,3,1
"40636",40636,7,1,5,1
"40637",40637,1,1,4,1
"40638",40638,1,1,1,2
"40639",40639,1,1,1,2
"40640",40640,1,2,4,2
"40641",40641,5,2,4,2
"40642",40642,1,1,1,2
"40643",40643,1,1,2,1
"40644",40644,1,1,1,2
"40645",40645,5,1,4,2
"40646",40646,1,1,3,2
"40647",40647,1,1,3,1
"40648",40648,1,2,4,1
"40649",40649,1,1,1,1
"40650",40650,7,2,4,2
"40651",40651,3,1,4,1
"40652",40652,5,1,1,2
"40653",40653,1,2,5,1
"40654",40654,1,1,4,1
"40655",40655,1,2,2,1
"40656",40656,1,1,6,2
"40657",40657,2,1,2,2
"40658",40658,1,1,3,1
"40659",40659,3,1,2,1
"40660",40660,7,1,4,2
"40661",40661,2,1,2,1
"40662",40662,1,2,3,2
"40663",40663,1,1,1,1
"40664",40664,1,2,3,1
"40665",40665,2,2,2,1
"40666",40666,7,2,2,2
"40667",40667,1,1,2,2
"40668",40668,1,1,1,2
"40669",40669,1,1,1,1
"40670",40670,1,2,3,2
"40671",40671,1,2,6,2
"40672",40672,1,2,1,2
"40673",40673,7,1,2,1
"40674",40674,1,1,6,1
"40675",40675,1,2,2,1
"40676",40676,1,1,3,1
"40677",40677,3,1,6,2
"40678",40678,2,2,4,2
"40679",40679,7,1,4,1
"40680",40680,1,2,5,2
"40681",40681,1,1,2,1
"40682",40682,1,1,3,1
"40683",40683,1,1,4,1
"40684",40684,1,2,3,2
"40685",40685,1,1,4,1
"40686",40686,1,1,2,1
"40687",40687,2,1,3,1
"40688",40688,1,1,2,2
"40689",40689,1,1,4,2
"40690",40690,1,2,4,2
"40691",40691,1,2,5,1
"40692",40692,5,2,4,2
"40693",40693,7,1,4,2
"40694",40694,1,1,4,1
"40695",40695,1,1,4,2
"40696",40696,1,2,3,1
"40697",40697,2,2,3,2
"40698",40698,1,1,5,2
"40699",40699,1,1,2,1
"40700",40700,2,2,4,1
"40701",40701,1,1,4,1
"40702",40702,2,1,5,2
"40703",40703,3,1,4,1
"40704",40704,1,1,4,1
"40705",40705,1,2,2,2
"40706",40706,1,1,2,2
"40707",40707,1,2,2,1
"40708",40708,1,2,3,2
"40709",40709,1,2,1,2
"40710",40710,1,2,1,2
"40711",40711,2,2,3,1
"40712",40712,5,1,5,2
"40713",40713,1,2,4,2
"40714",40714,2,1,4,1
"40715",40715,6,2,1,2
"40716",40716,1,2,1,1
"40717",40717,7,2,3,1
"40718",40718,1,2,2,2
"40719",40719,5,1,1,2
"40720",40720,5,1,4,2
"40721",40721,1,1,2,1
"40722",40722,1,2,6,2
"40723",40723,1,2,4,1
"40724",40724,1,2,3,1
"40725",40725,1,1,4,1
"40726",40726,1,1,4,2
"40727",40727,1,2,2,2
"40728",40728,5,1,5,1
"40729",40729,2,2,1,2
"40730",40730,1,1,6,2
"40731",40731,1,2,1,2
"40732",40732,2,2,4,1
"40733",40733,1,2,6,2
"40734",40734,1,2,4,2
"40735",40735,7,1,3,1
"40736",40736,1,1,1,2
"40737",40737,1,1,6,2
"40738",40738,1,1,3,2
"40739",40739,7,1,4,2
"40740",40740,1,2,3,1
"40741",40741,1,1,1,2
"40742",40742,1,2,3,2
"40743",40743,1,1,2,2
"40744",40744,7,2,2,1
"40745",40745,2,1,4,1
"40746",40746,1,1,5,1
"40747",40747,7,1,2,1
"40748",40748,7,1,3,2
"40749",40749,1,1,3,2
"40750",40750,7,2,1,2
"40751",40751,1,1,2,1
"40752",40752,7,1,4,2
"40753",40753,1,2,2,2
"40754",40754,7,2,1,2
"40755",40755,1,1,3,1
"40756",40756,7,2,1,1
"40757",40757,1,2,4,1
"40758",40758,7,2,1,2
"40759",40759,1,1,6,2
"40760",40760,1,2,5,2
"40761",40761,1,2,4,1
"40762",40762,1,1,1,2
"40763",40763,1,1,1,2
"40764",40764,1,1,5,1
"40765",40765,2,1,2,1
"40766",40766,7,1,2,1
"40767",40767,1,2,1,2
"40768",40768,1,2,1,2
"40769",40769,1,2,2,2
"40770",40770,7,2,2,1
"40771",40771,1,2,4,2
"40772",40772,7,1,2,1
"40773",40773,1,1,1,2
"40774",40774,1,2,3,2
"40775",40775,1,1,2,2
"40776",40776,7,1,4,1
"40777",40777,1,1,2,2
"40778",40778,1,1,3,1
"40779",40779,7,1,2,2
"40780",40780,2,2,5,1
"40781",40781,5,2,1,1
"40782",40782,7,2,3,2
"40783",40783,5,2,4,2
"40784",40784,1,2,4,1
"40785",40785,1,1,6,2
"40786",40786,1,1,3,2
"40787",40787,1,2,2,1
"40788",40788,1,1,3,1
"40789",40789,1,1,1,2
"40790",40790,1,2,3,1
"40791",40791,3,1,1,2
"40792",40792,1,1,5,2
"40793",40793,7,2,4,2
"40794",40794,1,1,4,1
"40795",40795,7,1,5,2
"40796",40796,1,2,3,1
"40797",40797,1,1,3,1
"40798",40798,4,1,3,1
"40799",40799,1,1,3,1
"40800",40800,1,2,2,2
"40801",40801,5,2,2,2
"40802",40802,2,2,2,2
"40803",40803,1,1,4,2
"40804",40804,1,1,5,2
"40805",40805,1,1,6,2
"40806",40806,7,2,3,1
"40807",40807,1,2,1,2
"40808",40808,7,1,3,2
"40809",40809,1,2,4,2
"40810",40810,1,1,1,2
"40811",40811,2,2,2,1
"40812",40812,7,2,4,1
"40813",40813,1,2,1,2
"40814",40814,1,1,2,1
"40815",40815,1,2,2,1
"40816",40816,1,1,5,1
"40817",40817,7,2,1,2
"40818",40818,1,1,5,1
"40819",40819,5,1,1,2
"40820",40820,1,1,3,2
"40821",40821,6,1,4,1
"40822",40822,1,1,6,1
"40823",40823,1,2,3,2
"40824",40824,1,1,2,2
"40825",40825,6,2,4,1
"40826",40826,1,2,2,2
"40827",40827,2,2,6,2
"40828",40828,7,2,1,2
"40829",40829,1,2,2,1
"40830",40830,1,1,1,2
"40831",40831,1,1,3,1
"40832",40832,6,2,4,1
"40833",40833,5,1,4,2
"40834",40834,7,2,2,2
"40835",40835,1,1,2,2
"40836",40836,1,1,1,2
"40837",40837,1,1,5,1
"40838",40838,1,2,2,1
"40839",40839,1,1,1,1
"40840",40840,7,2,4,2
"40841",40841,7,1,3,1
"40842",40842,1,1,1,2
"40843",40843,2,1,6,2
"40844",40844,1,2,1,1
"40845",40845,1,1,1,2
"40846",40846,1,1,4,2
"40847",40847,2,1,6,1
"40848",40848,1,1,6,1
"40849",40849,2,2,4,1
"40850",40850,7,2,2,2
"40851",40851,2,1,1,1
"40852",40852,1,1,2,1
"40853",40853,1,2,3,1
"40854",40854,1,2,6,1
"40855",40855,7,1,2,1
"40856",40856,1,2,2,2
"40857",40857,6,2,2,2
"40858",40858,6,2,1,2
"40859",40859,2,2,1,2
"40860",40860,1,2,5,2
"40861",40861,1,2,1,1
"40862",40862,1,1,1,1
"40863",40863,1,2,2,1
"40864",40864,2,1,1,2
"40865",40865,6,1,3,1
"40866",40866,1,1,3,1
"40867",40867,7,2,2,2
"40868",40868,1,1,4,1
"40869",40869,7,1,3,1
"40870",40870,2,1,1,1
"40871",40871,2,1,5,2
"40872",40872,1,1,4,1
"40873",40873,2,1,1,2
"40874",40874,1,2,5,1
"40875",40875,7,2,1,2
"40876",40876,1,1,3,1
"40877",40877,1,2,4,1
"40878",40878,2,2,2,2
"40879",40879,1,1,4,2
"40880",40880,2,1,3,1
"40881",40881,1,2,2,1
"40882",40882,1,1,1,2
"40883",40883,5,1,3,2
"40884",40884,2,1,1,1
"40885",40885,7,1,5,2
"40886",40886,1,1,3,1
"40887",40887,2,1,2,1
"40888",40888,6,2,1,1
"40889",40889,7,2,5,1
"40890",40890,1,2,3,1
"40891",40891,6,2,3,1
"40892",40892,4,2,2,2
"40893",40893,1,1,1,2
"40894",40894,1,1,1,2
"40895",40895,7,2,2,2
"40896",40896,7,1,1,2
"40897",40897,7,2,4,2
"40898",40898,1,1,1,1
"40899",40899,1,2,4,1
"40900",40900,1,1,2,2
"40901",40901,1,1,5,1
"40902",40902,6,2,2,1
"40903",40903,1,1,2,2
"40904",40904,1,2,1,2
"40905",40905,1,2,1,1
"40906",40906,1,2,1,2
"40907",40907,3,2,3,1
"40908",40908,7,2,2,2
"40909",40909,7,2,4,2
"40910",40910,7,1,3,1
"40911",40911,1,2,1,2
"40912",40912,1,2,3,1
"40913",40913,1,2,2,1
"40914",40914,1,2,4,2
"40915",40915,1,2,4,1
"40916",40916,2,1,3,2
"40917",40917,1,2,1,2
"40918",40918,7,1,4,1
"40919",40919,1,1,4,1
"40920",40920,1,2,1,2
"40921",40921,1,2,5,1
"40922",40922,1,1,3,1
"40923",40923,1,2,4,1
"40924",40924,1,1,4,1
"40925",40925,2,1,5,1
"40926",40926,1,1,1,1
"40927",40927,2,1,4,2
"40928",40928,2,2,3,1
"40929",40929,1,1,1,2
"40930",40930,7,2,4,2
"40931",40931,7,1,2,2
"40932",40932,1,2,2,1
"40933",40933,1,2,6,2
"40934",40934,1,2,4,1
"40935",40935,1,1,3,1
"40936",40936,3,2,5,1
"40937",40937,1,2,1,2
"40938",40938,1,2,4,2
"40939",40939,7,1,4,1
"40940",40940,1,2,6,2
"40941",40941,7,1,1,2
"40942",40942,1,1,4,1
"40943",40943,7,2,4,1
"40944",40944,7,1,4,2
"40945",40945,1,1,2,1
"40946",40946,1,1,4,2
"40947",40947,5,1,6,2
"40948",40948,7,2,2,2
"40949",40949,7,1,5,1
"40950",40950,2,1,4,1
"40951",40951,2,1,4,1
"40952",40952,1,2,2,1
"40953",40953,3,2,3,1
"40954",40954,1,2,1,2
"40955",40955,7,2,3,1
"40956",40956,1,1,1,2
"40957",40957,1,1,1,2
"40958",40958,1,2,2,2
"40959",40959,7,2,4,2
"40960",40960,7,2,1,2
"40961",40961,2,1,6,1
"40962",40962,1,2,4,2
"40963",40963,7,1,2,1
"40964",40964,1,1,1,1
"40965",40965,1,1,2,1
"40966",40966,6,1,1,2
"40967",40967,1,2,2,1
"40968",40968,2,1,1,2
"40969",40969,1,1,5,2
"40970",40970,1,1,2,1
"40971",40971,7,1,1,2
"40972",40972,5,2,2,2
"40973",40973,7,2,1,2
"40974",40974,1,1,6,2
"40975",40975,1,1,5,1
"40976",40976,1,2,6,2
"40977",40977,1,2,1,2
"40978",40978,1,2,1,2
"40979",40979,7,2,1,2
"40980",40980,1,1,2,2
"40981",40981,1,1,4,2
"40982",40982,1,2,4,1
"40983",40983,1,1,3,2
"40984",40984,1,1,6,2
"40985",40985,1,2,6,2
"40986",40986,7,2,1,2
"40987",40987,2,1,5,1
"40988",40988,3,2,3,1
"40989",40989,1,2,2,2
"40990",40990,1,1,3,1
"40991",40991,1,2,2,1
"40992",40992,7,2,1,1
"40993",40993,3,1,2,1
"40994",40994,2,2,2,2
"40995",40995,7,2,1,2
"40996",40996,1,1,2,1
"40997",40997,1,2,4,1
"40998",40998,1,1,1,2
"40999",40999,7,1,4,2
"41000",41000,1,1,1,2
"41001",41001,1,1,3,2
"41002",41002,1,1,1,1
"41003",41003,1,1,1,1
"41004",41004,2,2,1,2
"41005",41005,1,1,2,2
"41006",41006,1,1,1,2
"41007",41007,1,1,4,2
"41008",41008,1,1,3,2
"41009",41009,7,2,2,2
"41010",41010,7,1,1,2
"41011",41011,1,1,6,2
"41012",41012,7,2,2,2
"41013",41013,5,1,3,2
"41014",41014,1,1,3,1
"41015",41015,5,1,2,2
"41016",41016,1,2,3,1
"41017",41017,1,1,6,2
"41018",41018,5,2,3,2
"41019",41019,1,2,2,1
"41020",41020,2,2,3,1
"41021",41021,1,1,2,2
"41022",41022,7,1,1,2
"41023",41023,7,2,1,2
"41024",41024,1,1,3,2
"41025",41025,1,2,5,2
"41026",41026,7,1,2,1
"41027",41027,5,1,2,2
"41028",41028,1,2,3,1
"41029",41029,3,1,2,1
"41030",41030,1,1,4,1
"41031",41031,1,2,2,1
"41032",41032,1,2,1,2
"41033",41033,1,2,3,2
"41034",41034,7,2,4,2
"41035",41035,7,1,2,2
"41036",41036,7,1,6,2
"41037",41037,1,2,1,2
"41038",41038,1,2,2,1
"41039",41039,4,1,1,2
"41040",41040,5,1,1,2
"41041",41041,7,2,3,1
"41042",41042,1,2,3,2
"41043",41043,1,1,6,2
"41044",41044,2,2,1,2
"41045",41045,1,2,5,1
"41046",41046,2,1,2,2
"41047",41047,2,2,2,1
"41048",41048,7,2,1,2
"41049",41049,1,2,4,2
"41050",41050,1,2,6,2
"41051",41051,2,1,3,1
"41052",41052,7,1,2,2
"41053",41053,1,2,3,2
"41054",41054,1,2,4,2
"41055",41055,1,2,6,2
"41056",41056,1,1,2,2
"41057",41057,5,1,1,2
"41058",41058,7,2,2,1
"41059",41059,7,1,3,2
"41060",41060,1,1,2,1
"41061",41061,2,1,2,2
"41062",41062,1,2,6,2
"41063",41063,7,2,2,1
"41064",41064,1,2,1,2
"41065",41065,7,1,4,1
"41066",41066,1,1,1,2
"41067",41067,1,2,4,1
"41068",41068,1,1,6,2
"41069",41069,1,2,5,1
"41070",41070,7,2,2,2
"41071",41071,1,2,1,2
"41072",41072,1,1,4,1
"41073",41073,2,1,6,2
"41074",41074,1,1,1,2
"41075",41075,2,2,1,2
"41076",41076,1,1,6,1
"41077",41077,1,2,1,2
"41078",41078,1,2,5,1
"41079",41079,1,1,3,2
"41080",41080,1,2,6,2
"41081",41081,1,2,5,1
"41082",41082,1,1,4,1
"41083",41083,1,1,4,2
"41084",41084,7,1,2,2
"41085",41085,1,2,2,2
"41086",41086,7,2,1,2
"41087",41087,5,1,2,1
"41088",41088,2,2,1,1
"41089",41089,2,2,2,2
"41090",41090,5,1,3,2
"41091",41091,1,1,4,1
"41092",41092,1,2,3,1
"41093",41093,7,1,1,2
"41094",41094,5,2,3,1
"41095",41095,1,2,5,2
"41096",41096,5,1,2,1
"41097",41097,1,1,6,1
"41098",41098,1,1,2,1
"41099",41099,1,1,4,1
"41100",41100,1,2,3,1
"41101",41101,7,1,2,1
"41102",41102,2,1,3,1
"41103",41103,7,2,2,2
"41104",41104,5,2,4,2
"41105",41105,5,2,1,2
"41106",41106,7,2,1,2
"41107",41107,7,2,4,2
"41108",41108,1,1,6,2
"41109",41109,1,1,5,2
"41110",41110,1,2,4,1
"41111",41111,1,2,2,2
"41112",41112,1,1,5,2
"41113",41113,7,1,6,2
"41114",41114,2,1,1,1
"41115",41115,1,2,4,1
"41116",41116,1,2,3,2
"41117",41117,5,1,2,1
"41118",41118,6,1,1,2
"41119",41119,5,1,1,2
"41120",41120,7,2,1,2
"41121",41121,1,1,2,2
"41122",41122,2,1,1,2
"41123",41123,1,2,2,1
"41124",41124,7,2,4,1
"41125",41125,1,1,5,1
"41126",41126,1,1,1,2
"41127",41127,7,1,6,2
"41128",41128,2,2,2,2
"41129",41129,1,2,4,1
"41130",41130,7,2,1,2
"41131",41131,1,2,2,1
"41132",41132,1,1,5,1
"41133",41133,6,2,4,1
"41134",41134,1,2,1,1
"41135",41135,2,1,5,1
"41136",41136,1,1,1,2
"41137",41137,7,1,1,2
"41138",41138,6,1,1,1
"41139",41139,1,1,3,1
"41140",41140,1,2,2,2
"41141",41141,6,2,2,2
"41142",41142,1,1,3,1
"41143",41143,1,1,2,1
"41144",41144,1,1,2,1
"41145",41145,1,2,4,1
"41146",41146,2,2,5,2
"41147",41147,1,2,1,2
"41148",41148,1,2,4,2
"41149",41149,7,1,3,2
"41150",41150,1,2,6,2
"41151",41151,2,2,4,2
"41152",41152,1,1,4,1
"41153",41153,1,1,6,2
"41154",41154,1,2,4,2
"41155",41155,1,1,1,2
"41156",41156,7,1,2,2
"41157",41157,4,2,3,2
"41158",41158,7,2,5,2
"41159",41159,1,1,1,2
"41160",41160,1,2,2,1
"41161",41161,1,1,1,2
"41162",41162,1,2,5,2
"41163",41163,7,1,5,2
"41164",41164,1,2,3,1
"41165",41165,1,1,3,1
"41166",41166,1,1,3,2
"41167",41167,1,2,1,1
"41168",41168,6,2,5,1
"41169",41169,1,2,2,1
"41170",41170,1,1,6,2
"41171",41171,1,1,3,1
"41172",41172,1,2,5,2
"41173",41173,1,1,1,2
"41174",41174,7,2,1,2
"41175",41175,7,2,4,2
"41176",41176,1,1,1,2
"41177",41177,1,1,4,1
"41178",41178,7,1,2,1
"41179",41179,1,2,1,2
"41180",41180,7,2,4,2
"41181",41181,7,2,1,2
"41182",41182,1,2,3,1
"41183",41183,2,1,3,2
"41184",41184,1,1,5,1
"41185",41185,1,1,4,1
"41186",41186,1,2,5,2
"41187",41187,7,1,5,2
"41188",41188,5,1,1,2
"41189",41189,1,2,1,2
"41190",41190,6,1,5,2
"41191",41191,1,1,4,1
"41192",41192,2,2,6,1
"41193",41193,1,1,4,2
"41194",41194,7,2,4,2
"41195",41195,1,2,4,1
"41196",41196,1,2,3,1
"41197",41197,1,2,1,1
"41198",41198,1,1,5,1
"41199",41199,1,2,6,2
"41200",41200,1,1,3,2
"41201",41201,1,1,1,2
"41202",41202,1,2,2,1
"41203",41203,1,1,4,1
"41204",41204,5,2,1,2
"41205",41205,1,2,2,1
"41206",41206,2,2,5,2
"41207",41207,2,1,5,1
"41208",41208,1,2,3,1
"41209",41209,7,1,2,2
"41210",41210,7,2,1,2
"41211",41211,7,2,6,2
"41212",41212,1,2,2,2
"41213",41213,1,1,2,1
"41214",41214,2,2,2,2
"41215",41215,5,1,2,1
"41216",41216,7,1,5,2
"41217",41217,2,2,3,2
"41218",41218,2,2,3,1
"41219",41219,1,2,4,2
"41220",41220,1,2,5,2
"41221",41221,1,1,4,1
"41222",41222,1,2,1,1
"41223",41223,1,1,5,1
"41224",41224,2,2,2,1
"41225",41225,6,1,2,1
"41226",41226,1,1,5,1
"41227",41227,3,2,2,1
"41228",41228,1,2,4,2
"41229",41229,1,1,1,2
"41230",41230,1,1,1,2
"41231",41231,1,1,4,2
"41232",41232,7,1,5,2
"41233",41233,1,1,6,2
"41234",41234,1,1,2,1
"41235",41235,3,1,4,1
"41236",41236,1,1,5,1
"41237",41237,1,1,4,2
"41238",41238,1,2,3,1
"41239",41239,1,2,6,2
"41240",41240,2,2,3,2
"41241",41241,7,1,2,2
"41242",41242,1,2,2,1
"41243",41243,1,2,2,1
"41244",41244,1,1,3,1
"41245",41245,7,2,1,2
"41246",41246,1,1,3,1
"41247",41247,1,2,4,1
"41248",41248,1,1,4,2
"41249",41249,1,2,1,2
"41250",41250,1,1,6,2
"41251",41251,1,2,3,1
"41252",41252,2,1,1,2
"41253",41253,1,1,2,1
"41254",41254,1,1,2,1
"41255",41255,1,1,6,2
"41256",41256,1,1,1,2
"41257",41257,1,1,1,2
"41258",41258,7,2,4,1
"41259",41259,1,2,1,2
"41260",41260,6,1,1,2
"41261",41261,2,1,1,2
"41262",41262,1,2,2,1
"41263",41263,7,2,6,2
"41264",41264,5,1,4,2
"41265",41265,1,2,4,1
"41266",41266,2,2,4,2
"41267",41267,2,1,3,1
"41268",41268,1,1,1,2
"41269",41269,2,2,5,2
"41270",41270,1,2,1,2
"41271",41271,7,2,4,2
"41272",41272,7,1,3,2
"41273",41273,1,1,3,1
"41274",41274,1,2,6,2
"41275",41275,7,2,2,2
"41276",41276,2,2,3,1
"41277",41277,1,1,4,2
"41278",41278,1,1,4,1
"41279",41279,1,2,2,2
"41280",41280,1,1,3,1
"41281",41281,2,2,2,1
"41282",41282,7,2,2,1
"41283",41283,1,2,4,2
"41284",41284,7,2,1,2
"41285",41285,1,2,4,2
"41286",41286,7,1,3,2
"41287",41287,1,1,4,1
